,cust_number,name_customer,invoice_id,total_open_amount,due_in_date,clear_date
534,0200762301,C&S WH corporation,1930577403.0,55522.41,2020-03-15,2020-03-18
22588,0200519201,KROGE corp,1930577663.0,56518.25,2020-03-15,2020-03-18
17549,0200706844,WINC corp,1930576464.0,68922.38,2020-03-15,2020-03-17
43044,0200769623,WAL-MAR corporation,1930581115.0,3228.13,2020-03-15,2020-03-19
33084,0140106408,WAL-M ,2960617906.0,18538.35,2020-03-12,2020-04-25
5273,0200769623,WAL-MAR corporation,1930577210.0,67003.26,2020-03-15,2020-03-17
19793,0200769623,WAL-MAR systems,1930582260.0,34290.58,2020-03-15,2020-03-18
48613,0200769623,WAL-MAR us,1930583283.0,13065.2,2020-03-15,2020-03-18
24976,0200769623,WAL-MAR in,1930583349.0,43972.79,2020-03-15,2020-03-18
7273,0100043892,IN-N trust,1930582919.0,17507.67,2020-03-15,2020-03-18
30383,0200769623,WAL-MAR co,1930580548.0,16422.9,2020-03-15,2020-03-18
49721,0100031704,DELHAIZE foundation,1930584807.0,99621.84,2020-03-15,2020-03-16
35479,0200752302,KROGER co,1930584948.0,77118.28,2020-03-15,2020-03-17
1197,0200726979,BJ'S  associates,1930582482.0,320.29,2020-03-15,2020-03-27
29076,0200769623,WAL-MAR trust,1930580969.0,4272.86,2020-03-15,2020-03-19
33759,0200762301,C&S WH co,1930581605.0,11764.73,2020-03-15,2020-03-19
22248,0200769623,WAL-MAR llc,1930581850.0,25762.16,2020-03-15,2020-03-18
4343,0200769623,WAL-MAR co,1930576831.0,14941.31,2020-03-15,2020-03-18
24033,0200759878,SA systems,1930577085.0,13962.03,2020-03-15,2020-03-18
26643,0200519201,KROGE corporation,1930581744.0,12212.61,2020-05-04,2020-05-08
16722,CCU002,KRFT FDS foundation,1930580636.0,10248.0,2020-04-04,2020-04-08
16705,0200794332,COST systems,1930568786.0,18981.69,2020-03-20,2020-03-23
45288,0200769369,DI in,1930581016.0,82572.5,2020-03-15,2020-03-15
35012,0200769623,WAL-MAR associates,1930581191.0,1661.79,2020-03-15,2020-03-17
43386,0200769623,WAL-MAR in,1930580246.0,1329.23,2020-03-15,2020-03-17
45957,0200769623,WAL-MAR trust,1930584094.0,45814.85,2020-03-15,2020-03-18
25234,0200769623,WAL-MAR systems,1930580773.0,4272.16,2020-03-15,2020-03-19
16347,0200769623,WAL-MAR co,1930584518.0,50582.05,2020-03-15,2020-03-18
5151,0100043973,BOARD co,1930570561.0,2923.82,2020-03-15,2020-03-19
24182,0200707822,PUBLI trust,1930582259.0,63741.74,2020-03-15,2020-03-17
31642,0200759878,SA in,1930577653.0,13573.76,2020-03-15,2020-03-18
1453,0200769623,WAL-MAR trust,1930577237.0,16238.75,2020-03-15,2020-03-18
15160,0200769623,WAL-MAR in,1930580246.0,1329.23,2020-03-15,2020-03-17
33454,0200769623,WAL-MAR associates,1930581908.0,7358.49,2020-03-15,2020-03-19
5047,CCU013,KRAFT F co,1930570503.0,21018.0,2020-02-29,2020-03-03
8774,0200769623,WAL-MAR in,1930583270.0,9568.89,2020-03-15,2020-03-19
22869,0200769623,WAL-MAR us,1930582236.0,39622.72,2020-03-15,2020-03-18
46785,0140104429,COSTCO co,2960617764.0,75417.07,2020-03-12,2020-04-17
19277,0200769623,WAL-MAR systems,1930583791.0,4989.66,2020-03-15,2020-03-19
6061,0200739006,AL co,1930582762.0,21300.0,2020-03-15,2020-03-18
43647,0200936373,SUPE foundation,1930583889.0,49071.8,2020-03-15,2020-03-18
41652,0200726979,BJ'S  in,1930580547.0,400.32,2020-03-15,2020-03-18
20145,0200769623,WAL-MAR associates,1930576428.0,22930.88,2020-03-15,2020-03-18
7165,0140105686,SYSC corp,2960616068.0,1570.56,2020-03-13,2020-05-02
369,0200752302,KROGER associates,1930583028.0,128338.73,2020-03-15,2020-03-20
24807,0200762301,C&S WH corporation,1930580722.0,11200.08,2020-03-15,2020-03-19
29756,0200794332,COST associates,1930582565.0,9975.38,2020-03-15,2020-03-19
2097,0200714710,SYSCO  in,1930571232.0,36927.41,2020-03-15,2020-03-18
27924,0200769623,WAL-MAR in,1930581155.0,15468.74,2020-03-15,2020-03-18
39265,0200762301,C&S WH associates,1930581189.0,4781.64,2020-03-15,2020-03-19
45471,0140104440,SO corp,2960617092.0,88032.07,2020-03-15,2020-04-23
47953,0200769623,WAL-MAR corporation,1930580291.0,14295.77,2020-03-15,2020-03-18
17525,CCU013,KRAFT F llc,1930570205.0,3030.0,2020-02-29,2020-03-04
24830,0200759878,SA co,1930577536.0,14868.72,2020-03-15,2020-03-18
44402,0200769623,WAL-MAR llc,1930582686.0,4644.04,2020-03-15,2020-03-19
10663,0200769623,WAL-MAR llc,1930584093.0,49258.53,2020-03-15,2020-03-18
22787,0200769623,WAL-MAR systems,1930577259.0,58730.67,2020-03-15,2020-03-16
13332,0200744019,TARG systems,1930581162.0,17812.07,2020-03-15,2020-03-18
48544,0200769623,WAL-MAR foundation,1930581404.0,18547.06,2020-03-15,2020-03-18
28289,0200726979,BJ'S  co,1930584348.0,278.32,2020-03-15,2020-03-27
33820,0200769623,WAL-MAR us,1930580488.0,2279.31,2020-03-15,2020-03-27
31252,0200759878,SA systems,1930582094.0,3329.79,2020-03-16,2020-03-19
517,0200769623,WAL-MAR associates,1930582850.0,32011.03,2020-03-16,2020-03-22
5409,0200772595,SAFEW corporation,1930585658.0,111615.14,2020-03-16,2020-03-20
312,0200769623,WAL-MAR corporation,1930584437.0,20739.24,2020-03-16,2020-03-22
16097,0200729290,KROGER us,1930584464.0,14572.31,2020-03-16,2020-03-22
39258,0200772670,ASSOCIAT ,1930585902.0,40389.07,2020-05-05,2020-05-11
26820,0200759878,SA corporation,1930577746.0,14220.6,2020-03-16,2020-03-22
48340,0200782669,SYGMA corporation,1930584764.0,5683.87,2020-03-16,2020-03-19
10350,0140106408,WAL-M corp,2960617775.0,54310.18,2020-03-11,2020-03-23
11663,0200761734,H E BUT co,1930584545.0,31550.08,2020-03-16,2020-03-22
32282,0200769623,WAL-MAR corp,1930585836.0,35925.51,2020-03-16,2020-03-22
17481,0140104472,MARTIN systems,2960617093.0,5273.28,2020-03-20,2020-04-08
10300,0200790107,ROU corporation,1930584746.0,53769.09,2020-03-16,2020-03-22
37918,0140104409,LOB foundation,2960617314.0,79851.4,2020-03-18,2020-03-29
26969,0200769623,WAL-MAR us,1930584929.0,18043.3,2020-03-16,2020-03-22
37390,0200769623,WAL-MAR us,1930581878.0,25104.04,2020-03-16,2020-03-22
11669,0200769623,WAL-MAR in,1930584741.0,5934.02,2020-03-16,2020-03-19
23049,0200769623,WAL-MAR foundation,1930584478.0,265.2,2020-03-16,2020-03-27
17449,0200769623,WAL-MAR in,1930584167.0,8337.48,2020-03-16,2020-03-19
26898,0200769623,WAL-MAR foundation,1930585639.0,6361.71,2020-03-16,2020-03-19
45082,0200943275,US  us,1930586003.0,13745.46,2020-04-02,2020-04-08
9995,0200707822,PUBLI llc,1930584996.0,15282.52,2020-03-16,2020-03-22
40710,0200780383,MEIJ in,1930584841.0,165638.11,2020-03-16,2020-03-24
6310,0200762301,C&S WH systems,1930584445.0,49499.01,2020-03-16,2020-03-22
36185,0200769623,WAL-MAR systems,1930581891.0,44450.46,2020-03-16,2020-03-22
17147,0200418007,AM in,1930564969.0,1680.0,2020-05-05,2020-05-06
20628,0200148860,DOLLA trust,1930582134.0,30503.54,2020-03-16,2020-03-22
14789,0200769623,WAL-MAR in,1930581343.0,50401.44,2020-03-16,2020-03-22
49162,0200769623,WAL-MAR systems,1930584990.0,16027.23,2020-03-16,2020-03-22
5375,0200769623,WAL-MAR foundation,1930581084.0,16371.41,2020-03-16,2020-03-22
28419,0100001452,COASTAL  trust,1930569834.0,8759.25,2020-03-21,2020-03-30
39658,0200704045,RA ,1930584126.0,19350.19,2020-03-16,2020-03-22
10094,0200707822,PUBLI llc,1930585567.0,67954.17,2020-03-16,2020-03-21
23739,0200761734,H E BUT co,1930584374.0,21418.36,2020-03-16,2020-03-22
26192,0100031704,DELHAIZE trust,1930584144.0,122532.32,2020-03-16,2020-03-24
12062,0200707822,PUBLI us,1930583368.0,23840.2,2020-03-16,2020-03-22
21357,0200769623,WAL-MAR ,1930584953.0,661.11,2020-03-16,2020-03-17
12077,0200743123,KROGER corp,1930580597.0,17160.2,2020-03-16,2020-03-22
5271,0140103278,COS ,1991839860.0,1692.09,2020-04-30,2020-05-01
36155,0200769623,WAL-MAR ,1930583602.0,50890.29,2020-03-16,2020-03-22
7147,0200466603,SMITH'S associates,1930583636.0,44261.07,2020-03-16,2020-03-22
36944,0200783609,PROFIC foundation,1930582609.0,46642.31,2020-03-16,2020-03-22
10050,0200793513,KROGER in,1930583016.0,16274.15,2020-03-16,2020-03-22
16005,0200769623,WAL-MAR corporation,1930576676.0,5018.42,2020-03-16,2020-03-19
41408,0200759878,SA co,1930584361.0,47353.84,2020-03-16,2020-03-22
41818,0200769623,WAL-MAR ,1930583836.0,51934.84,2020-03-16,2020-03-22
14617,0200769623,WAL-MAR corp,1930586425.0,44446.18,2020-03-16,2020-03-22
44757,0200769623,WAL-MAR systems,1930584751.0,73773.12,2020-03-16,2020-03-21
22819,0200769623,WAL-MAR foundation,1930585199.0,783.67,2020-03-16,2020-03-17
1143,0200793568,SUPE associates,1930584469.0,22675.6,2020-03-16,2020-03-22
8515,0200729290,KROGER co,1930584463.0,17283.5,2020-03-16,2020-03-22
4479,0200769623,WAL-MAR in,1930586119.0,30284.92,2020-03-16,2020-03-22
24615,0200704045,RA foundation,1930583961.0,18931.83,2020-03-16,2020-03-22
680,0140104429,COSTCO corp,2960617817.0,36237.66,2020-03-19,2020-04-06
31774,0200726979,BJ'S  corp,1930584665.0,536.63,2020-03-16,2020-03-17
19328,0200762301,C&S WH corporation,1930587006.0,69188.32,2020-03-16,2020-03-21
22320,0200769623,WAL-MAR foundation,1930580927.0,2346.64,2020-03-16,2020-03-27
25598,0200769623,WAL-MAR corporation,1930584170.0,9528.11,2020-03-16,2020-03-22
42348,0100047527,LIDL foundation,1930566261.0,10425.16,2020-03-16,2020-03-22
45336,0200769623,WAL-MAR ,1930584953.0,661.11,2020-03-16,2020-03-17
30866,0200769623,WAL-MAR trust,1930584713.0,10389.33,2020-03-16,2020-03-22
12723,0200769623,WAL-MAR llc,1930585240.0,1898.2,2020-03-16,2020-03-17
15544,0200762301,C&S WH corp,1930576681.0,139107.2,2020-03-16,2020-03-24
18119,0200875006,KROGER associates,1930585826.0,100219.57,2020-03-16,2020-03-20
9214,0100001452,COASTAL  trust,1930569834.0,8759.25,2020-03-21,2020-03-30
27490,0200759878,SA trust,1930580412.0,7744.86,2020-03-16,2020-03-19
35545,0200769623,WAL-MAR in,1930583919.0,4388.75,2020-03-16,2020-03-19
4591,0200769623,WAL-MAR corp,1930584658.0,1674.8,2020-03-16,2020-03-17
15570,0200769623,WAL-MAR foundation,1930578762.0,16706.36,2020-03-16,2020-03-22
124,0200780383,MEIJ co,1930584884.0,380.21,2020-03-16,2020-03-18
27282,0140104440,SO in,2960617784.0,66406.29,2020-03-18,2020-03-29
20317,0200769623,WAL-MAR foundation,1930581439.0,52927.45,2020-03-16,2020-03-22
15510,0200759878,SA co,1930584234.0,47484.34,2020-03-16,2020-03-22
18320,0200772670,ASSOCIAT systems,1930584796.0,4700.92,2020-03-16,2020-03-19
42795,0100031704,DELHAIZE llc,1930585855.0,15732.73,2020-03-16,2020-03-22
15407,0200769623,WAL-MAR associates,1930584775.0,1744.05,2020-03-16,2020-03-17
4598,0200769623,WAL-MAR foundation,1930578762.0,16706.36,2020-03-16,2020-03-22
43587,0200769623,WAL-MAR corp,1930583649.0,212.65,2020-03-16,2020-03-26
14883,0200769623,WAL-MAR foundation,1930583631.0,73308.34,2020-03-16,2020-03-21
44344,0200756072,REINHA systems,1930582662.0,26047.41,2020-03-17,2020-03-23
30215,0200792293,UNIFIE ,1930586501.0,169994.13,2020-03-17,2020-03-25
30578,0200797452,US  ,1930584485.0,45697.68,2020-03-17,2020-03-23
8312,0200769623,WAL-MAR us,1930585520.0,65617.93,2020-03-17,2020-03-22
30854,0200927099,THE YOUN foundation,1930575538.0,19168.13,2020-03-17,2020-03-23
13274,0200769623,WAL-MAR llc,1930592607.0,30020.66,2020-03-17,2020-03-23
4036,0200722369,PERFOR in,1930541928.0,22880.13,2020-03-17,2020-03-23
7814,200782001,GORDO corporation,1930592504.0,32607.55,2020-03-17,2020-03-23
23775,0140104409,LOB llc,2960617857.0,71406.23,2020-03-12,2020-03-23
19857,0200769623,WAL-MAR in,1930584015.0,41211.44,2020-03-17,2020-03-23
47398,0200772670,ASSOCIAT associates,1930592832.0,19110.62,2020-03-17,2020-03-23
17694,0200721222,GO corporation,1930585728.0,158793.02,2020-03-17,2020-03-25
31437,0200418007,AM systems,1930549358.0,453.6,2020-03-17,2020-03-18
42054,0200771157,WEIS ,1930592960.0,15742.14,2020-03-17,2020-03-23
32490,0200794332,COST co,1930584504.0,74734.17,2020-03-17,2020-03-22
40562,0200712105,WALG trust,1930593561.0,2279.26,2020-03-17,2020-03-28
26531,0200920735,ALBERT systems,1930586616.0,5987.78,2020-05-06,2020-05-09
15459,0200707822,PUBLI llc,1930594104.0,80723.16,2020-03-17,2020-03-22
46197,0200704045,RA in,1930585975.0,8291.52,2020-03-17,2020-03-20
21213,0200772595,SAFEW llc,1930592953.0,109902.39,2020-03-17,2020-03-21
32585,0200782001,GORDO corporation,1930586505.0,66156.73,2020-03-17,2020-03-22
14734,0200712105,WALG corporation,1930589556.0,8871.94,2020-03-17,2020-03-17
9044,0200769623,WAL-MAR llc,1930585458.0,3939.62,2020-03-17,2020-03-20
25750,0200762301,C&S WH us,1930583353.0,20867.96,2020-05-06,2020-05-12
29283,0200707822,PUBLI corporation,1930587812.0,93582.4,2020-03-17,2020-03-21
26512,0200230690,DECA associates,1930587204.0,7967.49,2020-03-08,2020-03-11
42597,0200781803,JRD us,1930592716.0,2340.01,2020-03-22,2020-04-02
9451,0200769623,WAL-MAR us,1930586702.0,4437.67,2020-03-17,2020-03-20
360,0200747369,SCHNU associates,1930593651.0,100387.72,2020-03-17,2020-03-21
22816,0200795490,HY -  foundation,1930593312.0,37801.19,2020-05-06,2020-05-12
38198,0200762301,C&S WH llc,1930582683.0,70002.48,2020-03-17,2020-03-22
33021,0100030014,BASIX  us,1930592830.0,88231.0,2020-03-22,2020-03-26
47649,0200748108,KROGER llc,1930583396.0,23268.72,2020-03-17,2020-03-23
17442,0200701314,MBM  corporation,1930586519.0,9149.87,2020-03-17,2020-03-23
31575,0200762301,C&S WH corp,1930585893.0,3181.03,2020-03-17,2020-03-20
38674,0200769623,WAL-MAR foundation,1930585270.0,661.11,2020-03-17,2020-03-18
739,0200707822,PUBLI systems,1930586640.0,31123.13,2020-03-17,2020-03-23
41139,0200726979,BJ'S  llc,1930592796.0,300.91,2020-03-17,2020-03-28
30910,0200742344,MAINES  foundation,1930584332.0,20195.47,2020-03-17,2020-03-23
19216,0200780383,MEIJ associates,1930585391.0,134931.76,2020-03-17,2020-03-25
23621,0200729942,SA co,1930586544.0,7054.92,2020-05-06,2020-05-09
13311,0200732755,KROGER trust,1930585885.0,50671.37,2020-03-17,2020-03-23
9293,140101772,CHIHAD associates,1991839933.0,24047.88,2020-04-01,2020-04-06
39231,0200769623,WAL-MAR llc,1930586611.0,7840.28,2020-03-17,2020-03-20
305,0200707822,PUBLI co,1930586757.0,2087.49,2020-03-17,2020-03-18
18564,0140104265,SHOPPE trust,2960614280.0,6104.47,2020-03-20,2020-04-08
30556,0200230690,DECA in,1930586497.0,11450.26,2020-03-11,2020-03-17
14695,0140105508,DOLLARA corp,2960617956.0,12112.97,2020-03-15,2020-04-02
29655,0200744019,TARG foundation,1930585298.0,35247.39,2020-03-17,2020-03-23
39705,0200762301,C&S WH in,1930581434.0,7232.86,2020-03-17,2020-03-20
24227,0200793088,DEMOU co,1930585349.0,107122.11,2020-03-17,2020-03-21
20105,0200936373,SUPE us,1930586709.0,97252.39,2020-05-06,2020-05-10
26456,0200769623,WAL-MAR trust,1930593548.0,1898.9,2020-03-17,2020-03-18
830,0200722444,PERFOR co,1930577611.0,6191.26,2020-03-17,2020-03-20
46365,0200418007,AM co,1930586416.0,87484.8,2020-03-17,2020-03-21
37770,0200721222,GO foundation,1930582794.0,19575.84,2020-03-17,2020-03-23
20924,0140103409,BUTTE associates,1991838962.0,840.81,2020-04-01,2020-04-02
27337,0200769623,WAL-MAR foundation,1930586211.0,1322.22,2020-03-17,2020-03-18
5966,0200793568,SUPE trust,1930586509.0,4037.86,2020-05-06,2020-05-09
39732,0200762301,C&S WH co,1930585599.0,18942.51,2020-03-17,2020-03-23
33484,0200820380,SMITH'S associates,1930586821.0,569.83,2020-03-17,2020-03-18
23446,0100031704,DELHAIZE co,1930581949.0,5285.25,2020-03-17,2020-03-20
148,0200769623,WAL-MAR us,1930586809.0,46154.01,2020-03-17,2020-03-23
32851,0200769623,WAL-MAR ,1930584748.0,34969.17,2020-03-17,2020-03-23
7878,0200782669,SYGMA us,1930581577.0,23590.91,2020-03-17,2020-03-23
7991,0200936373,SUPE co,1930584911.0,34085.92,2020-03-17,2020-03-23
43169,0200781803,JRD llc,1930592265.0,7668.92,2020-03-22,2020-03-25
22263,0200714710,SYSCO  llc,1930587149.0,33982.31,2020-03-17,2020-03-23
12559,0200769623,WAL-MAR llc,1930586463.0,7492.25,2020-03-17,2020-03-20
21680,0200769623,WAL-MAR co,1930582276.0,45510.99,2020-03-17,2020-03-23
25633,0200781803,JRD llc,1930592265.0,7668.92,2020-03-22,2020-03-25
1489,0200769623,WAL-MAR systems,1930586079.0,53277.43,2020-03-17,2020-03-23
31384,0200769623,WAL-MAR co,1930584395.0,67679.13,2020-03-17,2020-03-22
1925,0200707822,PUBLI llc,1930586631.0,107964.07,2020-03-17,2020-03-21
24728,0200712105,WALG ,1930589554.0,91308.07,2020-03-17,2020-03-21
24240,0200124052,VENT foundation,1930584404.0,19901.55,2020-04-11,2020-04-17
4724,0200881076,ALBERT corporation,1930585598.0,14926.54,2020-05-06,2020-05-12
5638,0200769623,WAL-MAR associates,1930584393.0,40374.08,2020-03-17,2020-03-23
3722,0200769623,WAL-MAR associates,1930580080.0,1242.68,2020-03-17,2020-03-18
16878,0200762301,C&S WH corporation,1930586046.0,161361.33,2020-03-17,2020-03-25
8562,0200726979,BJ'S  llc,1930589397.0,296.97,2020-03-17,2020-03-28
14498,0200718130,SYSCO F trust,1930585758.0,8195.75,2020-03-17,2020-03-20
42460,0200769623,WAL-MAR co,1930580876.0,71936.86,2020-03-17,2020-03-22
35902,0200705742,DOT us,1930586947.0,1672.05,2020-03-17,2020-03-18
37594,0140104409,LOB llc,2960617857.0,71406.23,2020-03-12,2020-03-23
26033,0140104409,LOB in,2960617317.0,113771.84,2020-03-13,2020-03-24
1758,0200729942,SA corporation,1930587581.0,4273.8,2020-03-17,2020-03-20
11019,0200727272,BROOKS corporation,1930586744.0,7129.04,2020-05-06,2020-05-09
11729,0200759878,SA corporation,1930585154.0,27994.94,2020-03-17,2020-03-23
13195,0200759878,SA co,1930585441.0,3191.4,2020-05-06,2020-05-09
35108,0140104429,COSTCO systems,2960618241.0,4561.05,2020-03-14,2020-03-29
36122,0140106181,THE  co,2960618244.0,21395.4,2020-03-21,2020-04-08
36904,0200726025,MARTI trust,1930593168.0,25653.66,2020-03-17,2020-03-23
16221,0200726979,BJ'S  systems,1930592458.0,170.52,2020-03-17,2020-03-27
48225,0200760666,KEHE  foundation,1930577901.0,11890.74,2020-03-17,2020-03-23
20757,0140105686,SYSC llc,2960617926.0,424.8,2020-03-20,2020-04-19
19712,CCU013,KRAFT F in,1930592936.0,12297.6,2020-03-02,2020-03-09
16187,0200777735,NASH  llc,1930586243.0,127366.09,2020-03-17,2020-03-25
6774,0200721222,GO trust,1930582795.0,8521.6,2020-05-06,2020-05-09
31795,0140104429,COSTCO in,2960617962.0,2546.12,2020-03-13,2020-04-06
39628,0200769623,WAL-MAR foundation,1930585816.0,16598.81,2020-03-17,2020-03-23
32058,0200759878,SA trust,1930582298.0,11701.8,2020-05-06,2020-05-12
2923,0200781803,JRD llc,1930592764.0,3240.73,2020-03-22,2020-03-25
30749,0200726979,BJ'S  us,1930592383.0,120.85,2020-03-17,2020-03-27
14190,0200726979,BJ'S  in,1930592572.0,390.96,2020-03-17,2020-03-19
13755,0100028952,OSAGE corp,1930586739.0,61200.96,2020-04-06,2020-04-10
19462,0140104225,SAVE-ON- associates,2960617952.0,82107.73,2020-03-13,2020-03-24
6450,0200769623,WAL-MAR us,1930585859.0,527.17,2020-03-17,2020-03-18
39589,0200712105,WALG us,1930593557.0,6445.64,2020-05-06,2020-05-09
44782,0200762301,C&S WH corporation,1930584615.0,17898.66,2020-05-06,2020-05-12
2292,0200729942,SA corp,1930587716.0,11424.17,2020-03-17,2020-03-23
42414,0200769623,WAL-MAR associates,1930580080.0,1242.68,2020-03-17,2020-03-18
44157,0200769623,WAL-MAR systems,1930593544.0,1898.2,2020-03-17,2020-03-18
38035,0200726979,BJ'S  co,1930593144.0,324.58,2020-03-17,2020-03-28
18858,0200769623,WAL-MAR systems,1930586215.0,486.42,2020-03-17,2020-03-18
3568,0200769623,WAL-MAR corp,1930584939.0,55530.13,2020-03-17,2020-03-23
32450,0200762301,C&S WH foundation,1930582556.0,19642.02,2020-03-17,2020-03-23
34877,0200769623,WAL-MAR corporation,1930580033.0,23835.36,2020-03-17,2020-03-23
36253,0200743123,KROGER in,1930584792.0,85290.39,2020-03-17,2020-03-21
27302,0140104225,SAVE-ON- associates,2960617952.0,82107.73,2020-03-13,2020-03-24
4709,0200230690,DECA co,1930587050.0,904.37,2020-03-11,2020-03-12
40445,0200418007,AM foundation,1930584899.0,2265.48,2020-05-06,2020-05-17
49794,0200726979,BJ'S  us,1930584386.0,225.53,2020-03-17,2020-03-27
3101,0200148860,DOLLA ,1930586568.0,4668.77,2020-05-06,2020-05-09
24581,0200729942,SA us,1930586749.0,4614.05,2020-05-06,2020-05-09
8802,0200752393,S AB llc,1930593181.0,13827.06,2020-03-17,2020-03-23
7571,0200762301,C&S WH corp,1930585653.0,26204.25,2020-03-17,2020-03-23
16930,0200772670,ASSOCIAT foundation,1930587778.0,62966.48,2020-03-17,2020-03-22
46564,0200772595,SAFEW systems,1930584345.0,68063.71,2020-03-17,2020-03-22
40895,0200700919,US  systems,1930592467.0,77328.16,2020-03-17,2020-03-22
37443,0200466603,SMITH'S systems,1930585187.0,112937.63,2020-03-17,2020-03-21
18291,0140104429,COSTCO corporation,2960618228.0,3852.42,2020-03-14,2020-03-29
13402,CCU013,KRAFT F trust,1930586549.0,19276.26,2020-03-02,2020-03-08
24693,0200769623,WAL-MAR in,1930585475.0,21790.18,2020-03-17,2020-03-23
44865,0200790107,ROU corp,1930583606.0,15503.65,2020-03-17,2020-03-23
10154,0200230690,DECA us,1930585741.0,6544.28,2020-03-11,2020-03-14
